tweet_id,source,name,dog_stage,rating_numerator,rating_denominator,favorite_count,retweet_count,jpg_url,full_text,p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog,date,time
667801013445750784,Twitter for iPhone,None,,12.0,10.0,340,100,https://pbs.twimg.com/media/CUSBemVUEAAn-6V.jpg,OMIGOD 12/10 https://t.co/SVMF4Frf1w,Flat-coated retriever,0.508392,True,Chesapeake bay retriever,0.262239,True,Curly-coated retriever,0.048919800000000006,True,11-20-2015,20:25
667793409583771648,Twitter for iPhone,None,,8.0,10.0,723,352,https://pbs.twimg.com/media/CUR6jqVWsAEgGot.jpg,Dogs only please. Small cows and other non canines will not be tolerated. Sick tattoos tho 8/10 https://t.co/s1z7mX4c9O,Dalmatian,0.5350729999999999,True,English setter,0.451219,True,Great dane,0.00816361,True,11-20-2015,19:55
667782464991965184,Twitter for iPhone,None,,9.0,10.0,428,256,https://pbs.twimg.com/media/CURwm3cUkAARcO6.jpg,Super rare dog. Endangered (?). Thinks it's funny. Mocks everything I say. Colorful af. Has wings (dope). 9/10 https://t.co/BY8nQAMz0x,Lorikeet,0.466149,False,Hummingbird,0.083011,False,African grey,0.0542474,False,11-20-2015,19:12
667866724293877760,Twitter for iPhone,Shaggy,,10.0,10.0,3128,1093,https://pbs.twimg.com/media/CUS9PlUWwAANeAD.jpg,This is Shaggy. He knows exactly how to solve the puzzle but can't talk. All he wants to do is help. 10/10 great guy https://t.co/SBmWbfAg6X,Jigsaw puzzle,1.0,False,Prayer rug,1.0113e-08,False,Doormat,1.7401699999999998e-10,False,11-21-2015,00:46
667455448082227200,Twitter Web Client,Reese,,7.0,10.0,199,66,https://pbs.twimg.com/media/CUNHMXTU8AAS3HH.jpg,This is Reese and Twips. Reese protects Twips. Both think they're too good for seat belts. Simply reckless. 7/10s https://t.co/uLzRi1drVK,Tibetan terrier,0.676376,True,Irish terrier,0.054933400000000014,True,Yorkshire terrier,0.0405755,True,11-19-2015,21:32
667453023279554560,Twitter Web Client,Cupcake,,11.0,10.0,323,95,https://pbs.twimg.com/media/CUNE_OSUwAAdHhX.jpg,Meet Cupcake. I would do unspeakable things for Cupcake. 11/10 https://t.co/6uLCWR9Efa,Labrador retriever,0.8256700000000001,True,French bulldog,0.0566394,True,Staffordshire bullterrier,0.0540184,True,11-19-2015,21:22
667443425659232256,Twitter for iPhone,None,,6.0,10.0,816,614,https://pbs.twimg.com/media/CUM8QZwW4AAVsBl.jpg,Exotic dog here. Long neck. Weird paws. Obsessed with bread. Waddles. Flies sometimes (wow!). Very happy dog. 6/10 https://t.co/rqO4I3nf2N,Goose,0.980815,False,Drake,0.00691777,False,Hen,0.00525517,False,11-19-2015,20:44
667073648344346624,Twitter for iPhone,Dave,,10.0,10.0,419,130,https://pbs.twimg.com/media/CUHr8WbWEAEBPgf.jpg,Here is Dave. He is actually just a skinny legged seal. Happy birthday Dave. 10/10 https://t.co/DPSamreuRq,Chihuahua,0.483682,True,Pug,0.0924939,True,Brabancon griffon,0.057495400000000016,True,11-18-2015,20:15
667065535570550784,Twitter for iPhone,None,,8.0,10.0,171,50,https://pbs.twimg.com/media/CUHkkJpXIAA2w3n.jpg,Here we have a Hufflepuff. Loves vest. Eyes wide af. Flaccid tail. Matches carpet. Always a little blurry. 8/10 https://t.co/7JdgVqDnvR,Jigsaw puzzle,0.560001,False,Doormat,0.103259,False,Space heater,0.042568,False,11-18-2015,19:43
667044094246576128,Twitter for iPhone,None,,12.0,10.0,195,52,https://pbs.twimg.com/media/CUHREBXXAAE6A9b.jpg,12/10 gimme now https://t.co/QZAnwgnOMB,Golden retriever,0.765266,True,Labrador retriever,0.206694,True,Seat belt,0.0106669,False,11-18-2015,18:17
667119796878725120,Twitter for iPhone,Gabe,,10.0,10.0,342,134,https://pbs.twimg.com/media/CUIV6F7XIAA1tAM.jpg,This is Gabe. He is a southern Baklava. Gabe has always wanted to fit in with the other bananas. 10/10 fabulous https://t.co/3LZrJzg3BJ,Pembroke,0.741563,True,Chihuahua,0.0578659,True,Toy poodle,0.0391251,True,11-18-2015,23:18
667012601033924608,Twitter for iPhone,Klevin,,9.0,10.0,463,236,https://pbs.twimg.com/media/CUG0bC0U8AAw2su.jpg,This is Klevin. He laughs a lot. Very cool dog. 9/10 https://t.co/bATAbPNv0m,Hyena,0.98723,False,African hunting dog,0.0126008,False,Coyote,5.735010000000001e-05,False,11-18-2015,16:12
666837028449972224,Twitter for iPhone,None,,3.0,10.0,844,572,https://pbs.twimg.com/media/CUEUva1WsAA2jPb.jpg,My goodness. Very rare dog here. Large. Tail dangerous. Kinda fat. Only eats leaves. Doesn't come when called 3/10 https://t.co/xYGdBrMS9h,Triceratops,0.442113,False,Armadillo,0.114071,False,Common iguana,0.0432553,False,11-18-2015,04:35
666835007768551424,Twitter for iPhone,None,,10.0,10.0,220,82,https://pbs.twimg.com/media/CUES51dXIAEahyG.jpg,These are Peruvian Feldspars. Their names are Cupit and Prencer. Both resemble Rand Paul. Sick outfits 10/10 &amp; 10/10 https://t.co/ZnEMHBsAs1,Airedale,0.448459,True,Toy poodle,0.12403,True,Teddy,0.110183,False,11-18-2015,04:27
666817836334096384,Twitter for iPhone,Jeph,,9.0,10.0,533,260,https://pbs.twimg.com/media/CUEDSMEWEAAuXVZ.jpg,This is Jeph. He is a German Boston Shuttlecock. Enjoys couch. Lost body during French Revolution. True hero 9/10 https://t.co/8whlkYw3mO,Miniature schnauzer,0.496953,True,Standard schnauzer,0.28527600000000003,True,Giant schnauzer,0.07376369999999999,True,11-18-2015,03:18
666804364988780544,Twitter for iPhone,Jockson,,8.0,10.0,246,94,https://pbs.twimg.com/media/CUD3A7YWoAA82N0.jpg,This is Jockson. He is a Pinnacle Sagittarius. Fancy bandana. Enjoys lightly sucking on hot dog in nature. 8/10 https://t.co/RdKbAOEpDK,English setter,0.32879200000000003,True,Brittany spaniel,0.283545,True,Ibizan hound,0.0574615,True,11-18-2015,02:25
666996132027977728,Twitter for iPhone,Carll,,10.0,10.0,252,101,https://pbs.twimg.com/media/CUGlb6iUwAITEbW.jpg,This is Carll. He wants to be a donkey. But also a soccer star. Dreams big. 10/10 https://t.co/SVpNbhaIMk,Hay,0.507637,False,Rottweiler,0.0624899,True,Water buffalo,0.0484247,False,11-18-2015,15:07
667138269671505920,Twitter for iPhone,None,,10.0,10.0,4773,2341,https://pbs.twimg.com/media/CUImtzEVAAAZNJo.jpg,Extremely intelligent dog here. Has learned to walk like human. Even has his own dog. Very impressive 10/10 https://t.co/0DvHAMdA4V,West highland white terrier,0.747713,True,Samoyed,0.243629,True,Toy poodle,0.00180397,True,11-19-2015,00:32
667437278097252352,Twitter for iPhone,None,,10.0,10.0,471,255,https://pbs.twimg.com/media/CUM2qWaWoAUZ06L.jpg,Never seen this breed before. Very pointy pup. Hurts when you cuddle. Still cute tho. 10/10 https://t.co/97HuBrVuOx,Porcupine,0.989154,False,Bath towel,0.00630049,False,Badger,0.00096634,False,11-19-2015,20:20
667435689202614272,Twitter for iPhone,None,,12.0,10.0,319,87,https://pbs.twimg.com/media/CUM1OHCW4AEgGSi.jpg,Ermergerd 12/10 https://t.co/PQni2sjPsm,Rottweiler,0.999091,True,Miniature pinscher,0.000450355,True,Black-and-tan coonhound,0.00015714,True,11-19-2015,20:14
667405339315146752,Twitter for iPhone,Biden,,7.0,10.0,482,230,https://pbs.twimg.com/media/CUMZnmhUEAEbtis.jpg,This is Biden. Biden just tripped... 7/10 https://t.co/3Fm9PwLju1,Saint bernard,0.381377,True,Leonberg,0.127998,True,Golden retriever,0.0693568,True,11-19-2015,18:13
667393430834667520,Twitter for iPhone,Fwed,,8.0,10.0,204,60,https://pbs.twimg.com/media/CUMOyd3XIAAl13H.jpg,This is Fwed. He is a Canadian Asian Taylormade. Was having a blast until pink spiky football attacked. 8/10 https://t.co/A37eGLz5WS,Papillon,0.557009,True,Border collie,0.271963,True,Collie,0.0734729,True,11-19-2015,17:26
667369227918143488,Twitter for iPhone,None,,10.0,10.0,381,171,https://pbs.twimg.com/media/CUL4xR9UkAEdlJ6.jpg,Here we have a neat pup. Very white. Cool shades. Upcoming cruise? Great dog 10/10 https://t.co/LEaviT37v1,Teddy,0.709545,False,Bath towel,0.12728499999999998,False,Christmas stocking,0.028567500000000006,False,11-19-2015,15:49
667211855547486208,Twitter for iPhone,Genevieve,,9.0,10.0,510,254,https://pbs.twimg.com/media/CUJppKJWoAA75NP.jpg,This is Genevieve. She is a golden retriever cocktail mix. Comfortable close to wall. Shows no emotions. 9/10 https://t.co/azEoGqVonH,Golden retriever,0.462556,True,Labrador retriever,0.454937,True,Kuvasz,0.0241933,True,11-19-2015,05:24
667192066997374976,Twitter for iPhone,None,,12.0,10.0,406,114,https://pbs.twimg.com/media/CUJXpRBXIAAN0yz.jpg,*takes several long deep breaths* omg omg oMG OMG OMG OMGSJYBSNDUYWJO 12/10 https://t.co/QCugm5ydl6,Rottweiler,0.28364,True,Miniature pinscher,0.148112,True,Black-and-tan coonhound,0.0955848,True,11-19-2015,04:05
667188689915760640,Twitter for iPhone,None,,10.0,10.0,771,441,https://pbs.twimg.com/media/CUJUk2iWUAAVtOv.jpg,Quite an advanced dog here. Impressively dressed for canine. Has weapon. About to take out trash. 10/10 good dog https://t.co/8uCMwS9CbV,Vacuum,0.33583,False,Swab,0.265278,False,Toilet tissue,0.140703,False,11-19-2015,03:52
667177989038297088,Twitter for iPhone,a,,8.0,10.0,196,57,https://pbs.twimg.com/media/CUJK18UWEAEg7AR.jpg,This is a Dasani Kingfisher from Maine. His name is Daryl. Daryl doesn't like being swallowed by a panda. 8/10 https://t.co/jpaeu6LNmW,Vizsla,0.25924899999999995,True,Chesapeake bay retriever,0.176293,True,Weimaraner,0.112369,True,11-19-2015,03:10
667176164155375616,Twitter for iPhone,None,,4.0,10.0,632,481,https://pbs.twimg.com/media/CUJJLtWWsAE-go5.jpg,These are strange dogs. All have toupees. Long neck for dogs. In a shed of sorts? Work in groups? 4/10 still petable https://t.co/PZxSarAfSN,Soft-coated wheaten terrier,0.318981,True,Lakeland terrier,0.215218,True,Toy poodle,0.106014,True,11-19-2015,03:02
667174963120574464,Twitter for iPhone,Clarence,,9.0,10.0,257,86,https://pbs.twimg.com/media/CUJIFoJWsAAL3Dc.jpg,"This is Clarence. His face says he doesn't want to be a donkey, but his tail is super pumped about it. 9/10 https://t.co/fGDWgukcBs",Toy poodle,0.266437,True,Chihuahua,0.243223,True,Bluetick,0.0728063,True,11-19-2015,02:58
667171260800061440,Twitter for iPhone,Kenneth,,10.0,10.0,229,96,https://pbs.twimg.com/media/CUJEuRIXIAAPDLt.jpg,Say hello to Kenneth. He likes Reese's Puffs. 10/10 https://t.co/6RHNRsByOY,Giant schnauzer,0.8412649999999999,True,Lakeland terrier,0.0527442,True,Irish water spaniel,0.0344017,True,11-19-2015,02:43
668113020489474048,Twitter for iPhone,Alfie,,6.0,10.0,697,263,https://pbs.twimg.com/media/CUWdPsqWcAERQVv.jpg,This is Alfie. He's that one hypocritical gym teacher who made you run laps. Great posture. Cool bench. 6/10 https://t.co/GCJzm3YsfX,Pembroke,0.548896,True,Cardigan,0.191101,True,Collie,0.0598141,True,11-21-2015,17:05
668142349051129856,Twitter for iPhone,None,,2.0,10.0,585,304,https://pbs.twimg.com/media/CUW37BzWsAAlJlN.jpg,This lil pup is Oliver. Hops around. Has wings but doesn't fly (lame). Annoying chirp. Won't catch tennis balls 2/10 https://t.co/DnhUw0aBM2,Angora,0.918834,False,Hen,0.037793400000000005,False,Wood rabbit,0.0110149,False,11-21-2015,19:02
666786068205871104,Twitter for iPhone,None,,2.0,10.0,793,507,https://pbs.twimg.com/media/CUDmZIkWcAAIPPe.jpg,Unfamiliar with this breed. Ears pointy af. Won't let go of seashell. Won't eat kibble. Not very fast. Bad dog 2/10 https://t.co/EIn5kElY1S,Snail,0.999888,False,Slug,5.51417e-05,False,Acorn,2.6258e-05,False,11-18-2015,01:12
668297328638447616,Twitter for iPhone,None,,9.0,10.0,649,315,https://pbs.twimg.com/media/CUZE4IWW4AAZmDf.jpg,2 rare dogs. They waddle (v inefficient). Sometimes slide on bellies. Right one wants to be aircraft Marshall. 9/10s https://t.co/P8bivfp5sU,King penguin,0.606747,False,Ice bear,0.264221,False,Eskimo dog,0.0327838,True,11-22-2015,05:17
668291999406125056,Twitter for iPhone,None,,10.0,10.0,261,34,https://pbs.twimg.com/media/CUZABzGW4AE5F0k.jpg,I can't do better than he did. 10/10 https://t.co/fM0KXns7Or,Web site,0.995535,False,Skunk,0.00136349,False,Badger,0.00068565,False,11-22-2015,04:56
668286279830867968,Twitter for iPhone,Rusty,,11.0,10.0,525,148,https://pbs.twimg.com/media/CUY60usWoAAdBxx.jpg,Meet Rusty. Rusty's dreaming of a world where Twitter never got rid of favorites. Looks like a happy world. 11/10 https://t.co/C8U6cxI1Jc,Golden retriever,0.215944,True,Basset,0.189214,True,Cardigan,0.11301,True,11-22-2015,04:33
668274247790391296,Twitter for iPhone,Sophie,,10.0,10.0,867,246,https://pbs.twimg.com/media/CUYv4d2WUAAziXs.jpg,Meet Sophie. Her son just got in the car to leave for college. Very touching. Perfect dramatic sunlight. 10/10 yaass https://t.co/3j9kZRcpVB,Soft-coated wheaten terrier,0.406374,True,Lakeland terrier,0.263854,True,Toy poodle,0.150844,True,11-22-2015,03:46
668268907921326080,Twitter for iPhone,None,,10.0,10.0,581,256,https://pbs.twimg.com/media/CUYrBNQUkAA-zx4.jpg,Here we have an Azerbaijani Buttermilk named Guss. He sees a demon baby Hitler behind his owner. 10/10 stays alert https://t.co/aeZykWwiJN,Pembroke,0.48483,True,Cardigan,0.425303,True,Basenji,0.0147535,True,11-22-2015,03:24
668256321989451776,Twitter for iPhone,Jareld,,13.0,10.0,1363,658,https://pbs.twimg.com/media/CUYflCXWEAAzQVu.jpg,This is Jareld. Jareld rules these waters. Ladies and Gentleman... 13/10. This dog is utterly fucking spectacular. https://t.co/L6qAEV5PAd,Canoe,0.407683,False,Paddle,0.11555,False,Pembroke,0.0944294,True,11-22-2015,02:34
668466899341221888,Twitter for iPhone,a,,4.0,10.0,926,548,https://pbs.twimg.com/media/CUbfGbbWoAApZth.jpg,Here is a mother dog caring for her pups. Snazzy red mohawk. Doesn't wag tail. Pups look confused. Overall 4/10 https://t.co/YOHe6lf09m,Shopping basket,0.398361,False,Hamper,0.363222,False,Bassinet,0.0841735,False,11-22-2015,16:31
668248472370458624,Twitter for iPhone,Bisquick,,8.0,10.0,1042,521,https://pbs.twimg.com/media/CUYYcMfXAAAixe7.jpg,Say hello to Bisquick. He is a Brown Douglass Fir terrier. Very inbred. Looks terrified. 8/10 still cute tho https://t.co/1XYRh8N00K,Chihuahua,0.7345470000000001,True,Miniature pinscher,0.06829439999999999,True,Toy terrier,0.0463671,True,11-22-2015,02:03
668226093875376128,Twitter for iPhone,None,,10.0,10.0,321,113,https://pbs.twimg.com/media/CUYEFlQXAAUkPGm.jpg,Sneaky dog here. Tuba player has no clue. 10/10 super sneaky https://t.co/jWVwSppaa2,Trombone,0.390339,False,Cornet,0.314149,False,French horn,0.255182,False,11-22-2015,00:34
668221241640230912,Twitter for iPhone,None,,10.0,10.0,531,213,https://pbs.twimg.com/media/CUX_rAyWsAYZOQ5.jpg,These two dogs are Bo &amp; Smittens. Smittens is trying out a new deodorant and wanted Bo to smell it. 10/10 true pals https://t.co/4pw1QQ6udh,Chow,0.395101,True,Golden retriever,0.372115,True,Labrador retriever,0.148785,True,11-22-2015,00:15
668190681446379520,Twitter for iPhone,Skittles,,12.0,10.0,682,208,https://pbs.twimg.com/media/CUXj4SgXAAETlu6.jpg,This is Skittles. I would kidnap Skittles. Pink dog in back hasn't moved in days. 12/10 https://t.co/2wm0POA9N2,Blenheim spaniel,0.958402,True,Cocker spaniel,0.0267643,True,Welsh springer spaniel,0.00778991,True,11-21-2015,22:14
668171859951755264,Twitter for iPhone,a,,7.0,10.0,515,205,https://pbs.twimg.com/media/CUXSwy8W4AA6uet.jpg,This is a Trans Siberian Kellogg named Alfonso. Huge ass eyeballs. Actually Dobby from Harry Potter. 7/10 https://t.co/XpseHBlAAb,Chihuahua,0.664834,True,Cowboy boot,0.060343,False,Giant panda,0.0598375,False,11-21-2015,20:59
668154635664932864,Twitter for iPhone,None,,9.0,10.0,516,335,https://pbs.twimg.com/media/CUXDGR2WcAAUQKz.jpg,Fun dogs here. Top one clearly an athlete. Bottom one very stable. Not very soft tho. 9/10s would still cuddle both https://t.co/79sHR36NsI,Arctic fox,0.473584,False,Wallaby,0.261411,False,White wolf,0.0809478,False,11-21-2015,19:50
668237644992782336,Twitter for iPhone,Torque,,10.0,10.0,6505,3042,https://pbs.twimg.com/media/CUYOl0kW4AAVe_p.jpg,This is Torque. He served his nickel. Better not owe Torque money. Torque will find u. 10/10 cause I'm scared of him https://t.co/TnSRDqYO5i,Chow,0.8093199999999999,True,Minivan,0.07131069999999999,False,Pekinese,0.0378696,True,11-22-2015,01:20
668496999348633600,Twitter for iPhone,Jo,,8.0,10.0,431,142,https://pbs.twimg.com/media/CUb6ebKWcAAJkd0.jpg,This is Jo. Jo is a Swedish Queso. Tongue bigger than face. Tiny lil legs. Still no seatbelt. Simply careless. 8/10 https://t.co/Edy7B5vOp2,Staffordshire bullterrier,0.412879,True,Miniature pinscher,0.16148800000000002,True,American staffordshire terrier,0.112495,True,11-22-2015,18:31
668620235289837568,Twitter for iPhone,Kallie,,10.0,10.0,210,45,https://pbs.twimg.com/media/CUdqjvAWUAANfoU.jpg,Say hello to Kallie. There was a tornado in the area &amp; the news guy said everyone should wear a helmet. 10/10 adorbz https://t.co/AGyogHtmXx,Crash helmet,0.757942,False,Toaster,0.0374968,False,Mouse,0.0272709,False,11-23-2015,02:41
668567822092664832,Twitter for iPhone,Marvin,,11.0,10.0,258,61,https://pbs.twimg.com/media/CUc64knWoAkZt70.jpg,This is Marvin. He can tie a bow tie better than me. 11/10 https://t.co/81kzPgqjQ3,Shih-tzu,0.985649,True,Lhasa,0.00707832,True,Pekinese,0.00305323,True,11-22-2015,23:12
668544745690562560,Twitter for iPhone,None,,10.0,10.0,543,246,https://pbs.twimg.com/media/CUcl5jeWsAA6ufS.jpg,It is an honor to rate this pup. He is a Snorklhuahua from Amarillo. A true renaissance dog. Also part Rudolph 10/10 https://t.co/ALNyYuGui7,Bearskin,0.42787,False,Bow,0.258858,False,Panpipe,0.0215626,False,11-22-2015,21:41
668542336805281792,Twitter for iPhone,None,,10.0,10.0,484,227,https://pbs.twimg.com/media/CUcjtL8WUAAAJoz.jpg,There's a lot going on here but in my honest opinion every dog pictured is pretty fabulous. 10/10 for all. Good dogs https://t.co/VvYVbsi6c3,American staffordshire terrier,0.267695,True,French bulldog,0.25405,True,Staffordshire bullterrier,0.212381,True,11-22-2015,21:31
668528771708952576,Twitter for iPhone,Gòrdón,,12.0,10.0,490,239,https://pbs.twimg.com/media/CUcXXpxWUAAUJ__.jpg,This is Gòrdón. He enjoys his razberrita by pool. Not a care in the world. 12/10 this dog has a better life than me https://t.co/zpdBQCcYgW,Labrador retriever,0.195835,True,Kuvasz,0.121607,True,English setter,0.08146439999999999,True,11-22-2015,20:37
668507509523615744,Twitter for iPhone,a,,10.0,10.0,341,114,https://pbs.twimg.com/media/CUcECBYWcAAzFRg.jpg,This is a Birmingham Quagmire named Chuk. Loves to relax and watch the game while sippin on that iced mocha. 10/10 https://t.co/HvNg9JWxFt,Basenji,0.0553794,True,Shetland sheepdog,0.0543221,True,Whippet,0.0519134,True,11-22-2015,19:13
666781792255496192,Twitter for iPhone,a,,10.0,10.0,398,204,https://pbs.twimg.com/media/CUDigRXXIAATI_H.jpg,This is a purebred Bacardi named Octaviath. Can shoot spaghetti out of mouth. 10/10 https://t.co/uEvsGLOFHa,Italian greyhound,0.618316,True,Weimaraner,0.151363,True,Vizsla,0.08598910000000001,True,11-18-2015,00:55
666776908487630848,Twitter for iPhone,Josep,,5.0,10.0,361,180,https://pbs.twimg.com/media/CUDeDoWUYAAD-EM.jpg,This is Josep. He is a Rye Manganese mix. Can drive w eyes closed. Very irresponsible. Menace on the roadways. 5/10 https://t.co/XNGeDwrtYH,Seat belt,0.375057,False,Miniature pinscher,0.167175,True,Chihuahua,0.0869506,True,11-18-2015,00:36
